Iteration,Timesteps,Evaluation_score
0,1400000,-118.66944824926595
1,2800000,-117.18009064648432
2,4200000,-115.15793886241013
3,5600000,-113.76199881499736
4,7000000,-112.1282191315488
5,8400000,-110.64237273478143
6,9800000,-109.76662272291235
7,11200000,-109.2694355651904
8,12600000,-108.35943508519702
9,14000000,-107.50985656886262
10,15400000,-107.2163559958262
11,16800000,-108.24116819963123
12,18200000,-108.32157132109292
13,19600000,-107.67461337907939
14,21000000,-108.36398703523722
15,22400000,-109.58989910200197
16,23800000,-109.41788862425861
17,25200000,-110.4958643179269
18,26600000,-110.53244591136294
19,28000000,-110.33479645882637
20,29400000,-110.73535444015945
21,30800000,-111.14379073549128
22,32200000,-111.91609429908956
23,33600000,-112.71170898452488
24,35000000,-112.87267351178325
25,36400000,-114.51568101404227
26,37800000,-116.18519392358917
27,39200000,-116.7355070249537
28,40600000,-117.79130764095332
29,42000000,-118.35135770776654
30,43400000,-119.56316564402869
31,44800000,-121.28446145741063
32,46200000,-120.04070453028987
33,47600000,-117.54431786338145
34,49000000,-116.18503337454595
35,50400000,-109.5576889780597
36,51800000,-99.51705863777366
37,53200000,-98.45434227292535
38,54600000,-98.85559521989228
39,56000000,-100.6695637786196
40,57400000,-99.85438699105833
41,58800000,-98.77615548109222
42,60200000,-89.24831479185943
43,61600000,-60.72959616033279
44,63000000,-76.99722095664458
45,64400000,-83.9099680330424
46,65800000,-54.41184592999608
47,67200000,-8.446095230159916
48,68600000,-22.802598263822272
49,70000000,-14.656112605849254
50,71400000,-8.045146191250044
51,72800000,-4.294812971636001
52,74200000,-19.978194576084558
53,75600000,-14.992533474976279
54,77000000,-19.22760058752964
55,78400000,-23.39042531613338
56,79800000,-29.848104696131607
57,81200000,-36.68900241166245
58,82600000,-40.19406660440689
59,84000000,-29.11021146497214
60,85400000,-17.914879869327276
61,86800000,248.02989195254904
62,88200000,335.0036143061321
63,89600000,419.74517246281783
64,91000000,535.1839935388558
65,92400000,599.4669182051739
66,93800000,558.9272572891575
67,95200000,585.8884241015502
68,96600000,831.417832675017
69,98000000,753.5124583086111
70,99400000,881.1637312407405
71,100800000,478.04620528023327
72,102200000,653.3610555393204
73,103600000,469.50833777036087
74,105000000,323.09914987553486
75,106400000,212.3342815076021
76,107800000,185.31007043250682
77,109200000,161.82357940066234
78,110600000,165.8942234136632
79,112000000,158.66685440432124
80,113400000,174.02380473985306
81,114800000,179.0871198550665
82,116200000,182.9691377977744
83,117600000,190.5721309962598
84,119000000,166.50879580204986
85,120400000,164.35849566878792
86,121800000,173.6253175083164
87,123200000,158.53687280464013
88,124600000,152.59738797934116
89,126000000,142.97591717878257
90,127400000,136.75735586572077
91,128800000,113.22821613549922
92,130200000,118.79963813108762
93,131600000,130.2406351628221
94,133000000,138.73837401329723
95,134400000,143.87759431112423
96,135800000,184.72550464256398
97,137200000,188.6196343901932
98,138600000,207.82296775270856
99,140000000,246.88308819587868
100,141400000,314.78156049453196
101,142800000,393.24171723631736
102,144200000,426.7547896112086
103,145600000,483.06846821416804
104,147000000,527.3864033675675
105,148400000,560.4388378115351
106,149800000,575.6274966056662
107,151200000,571.8072236296405
108,152600000,577.4460870328764
109,154000000,538.3297558255205
110,155400000,530.6265678099304
111,156800000,514.736944908261
112,158200000,497.02537860546744
113,159600000,512.4584513745258
114,161000000,522.5930959554888
115,162400000,549.9458559279595
116,163800000,574.1865014934172
117,165200000,587.7872811050629
118,166600000,605.354558674181
119,168000000,620.2848875421137
120,169400000,644.3926084365382
121,170800000,669.0212545498122
122,172200000,699.8991217161836
123,173600000,725.0817953795188
124,175000000,769.8058920651572
125,176400000,842.3988740911385
126,177800000,848.8837961054863
127,179200000,842.2120630046815
128,180600000,830.3931670727782
129,182000000,814.6019702204753
130,183400000,827.1015965291838
131,184800000,836.284176119981
132,186200000,848.7803499764699
133,187600000,887.4692464761799
134,189000000,892.955464623333
135,190400000,870.8876125748933
136,191800000,896.2471592315063
137,193200000,808.0209154805915
138,194600000,807.707956306555
139,196000000,812.5444909461673
140,197400000,805.8743155637335
141,198800000,790.6300922681518
142,200200000,800.6480057541479
143,201600000,814.8486996618387
144,203000000,810.187689130338
145,204400000,836.4759471555775
146,205800000,846.6389111036817
147,207200000,875.8024164773271
148,208600000,878.7099169513338
149,210000000,884.0957233642821
150,211400000,904.1079490730087
151,212800000,903.7305115806248
152,214200000,933.9155864037223
153,215600000,962.5226292063555
154,217000000,948.4392092228976
155,218400000,947.276893625597
156,219800000,932.9251759166276
157,221200000,941.8636576912174
158,222600000,948.0283847919338
159,224000000,961.8138152080408
160,225400000,967.0118699194543
161,226800000,998.9663894239495
162,228200000,1006.9112955369286
163,229600000,1066.3615980936215
164,231000000,1087.0765252547328
165,232400000,1120.8035040783889
166,233800000,1141.775325300955
167,235200000,1153.1422076283616
168,236600000,1161.172913570789
169,238000000,1155.7531491333057
170,239400000,1147.8342508658827
171,240800000,1159.001235550586
172,242200000,1161.2520036546737
173,243600000,1159.3098255755178
174,245000000,1164.2634352125388
175,246400000,1177.2169881680716
176,247800000,1192.2823245755985
177,249200000,1185.3029675155544
178,250600000,1184.8542714435935
179,252000000,1190.1858172743391
180,253400000,1203.1429561402515
181,254800000,1208.8351760881988
182,256200000,1219.4389952971026
183,257600000,1229.750247617892
184,259000000,1220.4079024061762
185,260400000,1231.0216311312854
186,261800000,1227.0572009219661
187,263200000,1212.723193812891
188,264600000,1223.1067769782326
189,266000000,1231.4714734726008
190,267400000,1229.6653944324594
191,268800000,1240.9345280785237
192,270200000,1248.7736514261464
193,271600000,1236.8942262627693
194,273000000,1221.4586189783467
195,274400000,1230.5769835685524
196,275800000,1229.2576307466977
197,277200000,1222.9916593237779
198,278600000,1222.910266933169
199,280000000,1212.7431451247064
200,281400000,1218.7003183329414
201,282800000,1149.9643892118538
202,284200000,1066.5239854999961
203,285600000,1176.4818267107241
204,287000000,1148.6673914399498
205,288400000,1142.095787400065
206,289800000,1132.8869715058827
207,291200000,984.5975452376122
208,292600000,1065.116284678867
209,294000000,1034.83230308598
210,295400000,1061.9920567536485
211,296800000,990.1272086428047
212,298200000,980.8944219137569
213,299600000,890.0507447753073
214,301000000,961.8987823066176
215,302400000,962.9715158063734
216,303800000,935.3944193997479
217,305200000,908.7332955551508
218,306600000,929.3017319074606
219,308000000,816.9902891116176
220,309400000,779.0177660062931
221,310800000,932.2477025531028
222,312200000,767.8793910378535
223,313600000,822.5628047055292
224,315000000,777.7462826813556
225,316400000,896.5854146425648
226,317800000,829.4030624729421
227,319200000,811.1329997035705
228,320600000,693.339934199686
229,322000000,814.1470734894839
230,323400000,665.6198821774711
231,324800000,1022.6486618290137
232,326200000,907.5126678727008
233,327600000,873.549040979952
234,329000000,896.2612875198963
235,330400000,938.0894218492434
236,331800000,1049.7739775613531
237,333200000,970.4897957295309
238,334600000,1082.8391243120564
239,336000000,1128.6294360584302
240,337400000,1094.3894182950828
241,338800000,1039.747765282285
242,340200000,952.7367099933645
243,341600000,937.513912404628
244,343000000,1171.7169976972534
245,344400000,1104.7376223831063
246,345800000,1214.365507075862
247,347200000,1059.1588515182516
248,348600000,1067.560017813606
249,350000000,927.4088646161583
250,351400000,956.8456308271052
251,352800000,910.0863043770225
252,354200000,1137.6507545706158
253,355600000,1245.3819265080406
254,357000000,844.4951909649719
255,358400000,1037.764066830179
256,359800000,1139.211945531492
257,361200000,1265.4916933284337
258,362600000,1156.1894612254114
259,364000000,1278.6626830375471
260,365400000,1245.6120557756717
261,366800000,1063.602237259574
262,368200000,1097.4916465636975
263,369600000,1230.0685516998158
264,371000000,1197.675712809861
265,372400000,1181.6878894508995
266,373800000,972.589477044854
267,375200000,1000.9977070597533
268,376600000,1143.4970605456701
269,378000000,1145.5043979003517
270,379400000,1120.3389791611796
271,380800000,1126.6558002684956
272,382200000,1100.1909314425197
273,383600000,1104.8983305050403
274,385000000,1093.5076806232287
275,386400000,1073.163648615438
276,387800000,1055.3380413924183
277,389200000,1046.389225175893
278,390600000,1006.0366214812772
279,392000000,1003.190917393253
280,393400000,1023.357936150572
281,394800000,973.5680741877137
282,396200000,992.2354102680254
283,397600000,987.7916225111325
284,399000000,899.293842827445
285,400400000,981.9578274001248
286,401800000,967.9689744623468
287,403200000,994.1543846577786
288,404600000,1015.0826264008225
289,406000000,1008.2603939071093
290,407400000,1004.7593907497096
291,408800000,1006.706392002999
292,410200000,1035.6628721183693
293,411600000,1005.2825298109062
294,413000000,1036.2542311512475
295,414400000,1010.4744924342398
296,415800000,1011.8029930635442
297,417200000,1021.1449520402542
298,418600000,1026.5050584851583
299,420000000,1034.3336698655407
300,421400000,1019.4873560536446
301,422800000,1012.1363738913797
302,424200000,1013.5448648430481
303,425600000,1040.7659876544399
304,427000000,1036.4216652699138
305,428400000,1063.3993018748527
306,429800000,1075.1543774954848
307,431200000,948.8891190373512
308,432600000,1078.0237543696915
309,434000000,1063.2129412341212
310,435400000,1065.344991362438
311,436800000,1081.40495027132
312,438200000,1085.3661997160336
313,439600000,1062.4098849985444
314,441000000,1083.960422899038
315,442400000,1064.1310217606042
316,443800000,1100.7578843054807
317,445200000,1117.5953156294456
318,446600000,1111.5528320707813
