Iteration,Timesteps,Evaluation_score
0,14000000,-39.09444705534531
1,28000000,-38.041306305874784
2,42000000,-36.98183119064948
3,56000000,-36.42805882734395
4,70000000,-36.77761419407363
5,84000000,-37.00286897540141
6,98000000,-37.19425869067392
7,112000000,-37.79857376039418
8,126000000,-37.39769067828317
9,140000000,-37.45893042846431
10,154000000,-37.15709065928057
11,168000000,-37.04171867913846
12,182000000,-39.24593219700265
13,196000000,-43.73359167941133
14,210000000,-52.38472813137677
15,224000000,-54.86962597444265
16,238000000,-54.03789109480331
17,252000000,-47.61347893387959
18,266000000,-46.60600317018188
19,280000000,0.19638073355419797
20,294000000,16.51713387877871
21,308000000,36.44545569161969
22,322000000,33.675512779091086
23,336000000,155.75508381359035
24,350000000,317.21145135400735
25,364000000,328.1287647641708
26,378000000,313.1293829958573
27,392000000,274.79179841278307
28,406000000,252.92690529926375
29,420000000,269.0840922036533
30,434000000,287.80371542918135
31,448000000,274.0078914980035
32,462000000,316.6090423606038
33,476000000,392.9580259875432
34,490000000,431.431402925997
35,504000000,476.7654381976786
36,518000000,514.8855065034807
37,532000000,557.2877938907001
38,546000000,600.8997957926802
39,560000000,646.3337053897515
40,574000000,696.5480771309522
41,588000000,753.9345323778297
42,602000000,778.1361614561955
43,616000000,821.9452764696756
44,630000000,865.1143569326281
45,644000000,951.0830202586083
46,658000000,1053.4205470557863
47,672000000,1145.036831150165
48,686000000,1170.5795811296491
49,700000000,1180.223550452756
50,714000000,1189.2958818784848
51,728000000,1168.3808082116125
52,742000000,1131.4795405837945
53,756000000,1133.0499085639296
54,770000000,1149.715139395032
55,784000000,1165.4475202840108
56,798000000,1132.4245358918056
57,812000000,1100.2070440100404
58,826000000,1091.5524042498205
59,840000000,1069.397031621233
60,854000000,924.49127615489
61,868000000,985.3138583048819
62,882000000,850.2857747362807
63,896000000,985.858540740368
64,910000000,879.1221123536449
65,924000000,908.1146916125388
66,938000000,1044.9686177542635
67,952000000,786.8504306444337
68,966000000,695.2539642258992
69,980000000,826.5257287345794
70,994000000,763.4375866094045
71,1008000000,527.6703521422514
72,1022000000,310.15922653642
73,1036000000,301.54504789271266
74,1050000000,538.192509754767
75,1064000000,635.2671952275616
76,1078000000,878.0900157972362
77,1092000000,1037.215514847901
78,1106000000,621.7546831059728
79,1120000000,1015.1920254247905
80,1134000000,928.2879433859158
81,1148000000,990.4110565735307
82,1162000000,1255.7940146640587
83,1176000000,947.2165523168435
84,1190000000,887.6768287673294
85,1204000000,1061.0675926697672
86,1218000000,1208.8282307032325
87,1232000000,1215.7937716777014
88,1246000000,1234.4920982050153
89,1260000000,977.042564719831
90,1274000000,839.2275309141878
91,1288000000,1158.0701941867608
92,1302000000,1044.5483774831434
93,1316000000,1179.040461611144
94,1330000000,983.0081109938016
95,1344000000,1098.499348174143
96,1358000000,1227.75528424744
97,1372000000,724.6732249392653
98,1386000000,1201.3093882767162
99,1400000000,1164.7574762003214
100,1414000000,1085.7553201371823
101,1428000000,1237.4932318581227
102,1442000000,707.779586861525
103,1456000000,993.8361150876204
104,1470000000,1058.5794434092109
105,1484000000,640.6652761102905
106,1498000000,873.066647043066
107,1512000000,566.5233165423665
108,1526000000,637.99835435006
109,1540000000,675.6213308487366
110,1554000000,467.7843737241824
111,1568000000,342.75170138052897
112,1582000000,611.9594940989114
113,1596000000,495.9954327746776
114,1610000000,416.96467713347084
115,1624000000,276.27024070922846
116,1638000000,278.0775687429066
117,1652000000,394.23361257572526
118,1666000000,548.3404029661199
119,1680000000,462.50755106234345
120,1694000000,110.02923728377584
121,1708000000,202.67429495756835
122,1722000000,85.29280308077799
123,1736000000,254.47283338119496
124,1750000000,-11.342071463726361
125,1764000000,190.5598636994961
126,1778000000,410.01165686899685
127,1792000000,253.4137535779323
128,1806000000,344.8816095248908
129,1820000000,409.7683084167167
130,1834000000,243.16985779761495
131,1848000000,78.62347267328931
132,1862000000,246.04050659344057
133,1876000000,272.2470788754006
134,1890000000,233.60121756425383
135,1904000000,6.963894956073058
136,1918000000,161.42998820141742
137,1932000000,129.78955693130098
138,1946000000,157.79335357790808
139,1960000000,110.77186634505297
140,1974000000,172.72882274193802
141,1988000000,335.5583206094948
142,2002000000,578.7136043629746
143,2016000000,271.0623386138405
144,2030000000,668.1994955044586
145,2044000000,98.6082740864691
146,2058000000,720.7322154292749
147,2072000000,262.31918737418874
148,2086000000,518.8551521896711
149,2100000000,336.85541197412203
150,2114000000,383.39326153043476
151,2128000000,538.7375161338111
152,2142000000,518.4331186768292
153,2156000000,638.1670947468594
154,2170000000,670.3497804769652
155,2184000000,481.295425928028
156,2198000000,383.93053690272467
157,2212000000,730.0208886491166
158,2226000000,508.86534179617774
159,2240000000,536.0186369952085
160,2254000000,778.2345441938091
161,2268000000,574.1314004231608
162,2282000000,453.7124986746744
163,2296000000,1055.4950728320246
164,2310000000,707.9505815506157
165,2324000000,221.07189420452673
166,2338000000,780.3672604579566
167,2352000000,1037.0843756838876
168,2366000000,963.8287691463408
169,2380000000,694.6280727938799
170,2394000000,480.6658267380799
171,2408000000,708.4594582772479
172,2422000000,749.6928530197122
173,2436000000,654.8450906142073
174,2450000000,977.9359441602435
175,2464000000,711.6803234658466
176,2478000000,1059.4381366207383
177,2492000000,643.5744982645326
178,2506000000,541.0951438729529
179,2520000000,977.8425870170943
180,2534000000,633.1293567509691
181,2548000000,438.0048529451302
182,2562000000,745.3772098522226
183,2576000000,561.9189124311354
184,2590000000,862.3736689346839
185,2604000000,543.1449556786436
186,2618000000,991.8882266331917
187,2632000000,976.4563995439148
188,2646000000,979.3284680223948
189,2660000000,1074.081157930048
190,2674000000,199.31037443398492
191,2688000000,1009.630605639416
192,2702000000,680.2271115379224
193,2716000000,548.2079312145152
194,2730000000,505.38540019782874
195,2744000000,785.6217351472359
196,2758000000,738.9736168017482
197,2772000000,717.155586352344
198,2786000000,672.7748685339446
199,2800000000,341.18905314366083
200,2814000000,815.9526515452193
201,2828000000,834.1959174313482
202,2842000000,821.1571081314635
203,2856000000,918.2841073825891
204,2870000000,758.7859679441837
205,2884000000,918.0566132740641
206,2898000000,1177.5844658694348
207,2912000000,668.6256388719996
208,2926000000,995.3464530637308
209,2940000000,1232.2795254551775
210,2954000000,1158.2827232779368
211,2968000000,972.9536734982851
212,2982000000,1194.6588620174618
213,2996000000,1393.9062654889547
214,3010000000,1433.6008399445577
215,3024000000,1328.6039005132643
216,3038000000,1378.7692566516412
217,3052000000,1203.1437428173072
218,3066000000,1127.6464047719453
219,3080000000,1124.4732369021422
220,3094000000,1426.5517398663671
221,3108000000,1412.4993912917862
222,3122000000,1198.757380658871
223,3136000000,1358.067390474099
224,3150000000,1202.6873475087523
225,3164000000,1302.6333330714324
226,3178000000,1345.5843604773836
227,3192000000,834.2423475555037
228,3206000000,1470.7623562208626
229,3220000000,1226.572145828473
230,3234000000,1481.0523764239565
231,3248000000,1465.7950579732947
232,3262000000,1459.579003976987
233,3276000000,1326.0382128988535
234,3290000000,1472.3134210651353
235,3304000000,1369.2321361014901
236,3318000000,1388.0964873904109
237,3332000000,1512.64503136281
238,3346000000,1457.06805569266
239,3360000000,1525.234986858873
240,3374000000,1283.8467150976146
241,3388000000,1357.8607688877564
242,3402000000,1284.6931747877065
243,3416000000,1298.6550672835328
244,3430000000,1234.9728778774784
245,3444000000,1222.6283154711084
246,3458000000,1425.3681219750338
247,3472000000,1262.4220319579254
248,3486000000,1234.1689822122664
249,3500000000,1554.527067083572
250,3514000000,1418.3138961609764
251,3528000000,1384.9357990636215
252,3542000000,1567.6505104369248
253,3556000000,1582.44599518406
254,3570000000,1200.0428774768889
255,3584000000,1404.8995610705747
256,3598000000,1523.0897197156871
